0|iata_code|1|city_rus
PDD|PDD||
PDE|PDE||
PDF|PDF|Прадо|Прадо
PDG|PDG|Паданг|Паданг
PDI|PDI|Пиндиу|Пиндиу
PDK|PDK||
PDL|PDL||
PDN|PDN||
PDO|PDO|Пендопо|Пендопо
PDP|PDP||
PDR|PDR|Президенти-Дутра|Президенти-Дутра
PDS|PDS|Пьедрас-Неграс|Пьедрас-Неграс
PDT|PDT||
PDU|PDU|Пайсанду|Пайсанду
PDV|PDV|Пловдив|Пловдив
PDX|PDX||
PDZ|PDZ|Педерналес|Педерналес
PEA|PEA||
PEB|PEB|Пебане|Пебане
PEC|PEC||
PED|PED|Пардубицы|Пардубицы
PEE|PEE|Пермь|Пермь
PEF|PEF||
PEG|PEG|Перужия|Перужия
PEH|PEH||
PEI|PEI||
PEJ|PEJ||
PEK|PEK|Пекин|Пекин
PEL|PEL|Пеланенг|Пеланенг
PEM|PEM|Пуэрто Мальдонадо|Пуэрто Мальдонадо
PEN|PEN|Пенанг|Пенанг
PEP|PEP||
PEQ|PEQ||
PER|PER|Перт|Перт
PES|PES|Петрозаводск|Петрозаводск
PET|PET||
PEU|PEU||
PEW|PEW|Пешавар|Пешавар
PEX|PEX|Печора|Печора
PEY|PEY||
PEZ|PEZ|Пенза|Пенза
PFA|PFA||
PFB|PFB||
PFC|PFC||
PFD|PFD||
PFJ|PFJ|Патрексфьордур|Патрексфьордур
PFN|PFN|Панама Сити|Панама Сити
PFO|PFO|Пафос|Пафос
PFQ|PFQ||
PFR|PFR|Илебо|Илебо
PGA|PGA|Паг|Паг
PGB|PGB|Пангоа|Пангоа
PGC|PGC|Петерсбург|Петерсбург
PGD|PGD|Пунта-Горда|Пунта-Горда
PGE|PGE|Егепа|Егепа
PGF|PGF|Перпиньян|Перпиньян
PGG|PGG|Сао Паоло|Сао Паоло
PGH|PGH|Пантнагар|Пантнагар
PGI|PGI||
PGK|PGK|Пангкалпинанг|Пангкалпинанг
PGL|PGL||
PGM|PGM||
PGN|PGN|Пангиа|Пангиа
PGO|PGO|Пагоса Спрингз|Пагоса Спрингз
PGP|PGP|Порто Алегре|Порто Алегре
PGR|PGR||
PGS|PGS||
PGV|PGV||
PGX|PGX|Периге|Периге
PHA|PHA|Пхань-Ранг|Пхань-Ранг
PHB|PHB||
PHC|PHC||
PHD|PHD||
PHE|PHE||
PHF|PHF||
PHG|PHG||
PHH|PHH|Пхань-Тхиет|Пхань-Тхиет
PHI|PHI||
PHJ|PHJ||
PHK|PHK||
PHL|PHL|Филадельфия|Филадельфия
PHM|PHM|Беблинген|Беблинген
PHN|PHN||
PHO|PHO||
PHP|PHP||
PHR|PHR||
PHS|PHS|Пхитсанусок|Пхитсанусок
PHT|PHT|Париж|Париж
PHU|PHU|Пху-Винх|Пху-Винх
PHW|PHW|Фалаборва|Фалаборва
PHX|PHX|Феникс|Феникс
PHY|PHY|Пхетчабун|Пхетчабун
PHZ|PHZ|Остров Пхи Пхи|Остров Пхи Пхи
PIA|PIA||
PIB|PIB||
PIC|PIC|Пайн-Кей|Пайн-Кей
PID|PID||
PIE|PIE|Клируотер|Клируотер
PIF|PIF||
PIG|PIG|Питинга|Питинга
PIH|PIH||
PII|PII||
PIK|PIK||
PIL|PIL|Пилар|Пилар
PIM|PIM||
PIN|PIN||
PIO|PIO|Писко|Писко
PIP|PIP||
PIQ|PIQ|Пипиллипаи|Пипиллипаи
PIR|PIR||
PIS|PIS|Пуатье|Пуатье
PIU|PIU|Пиуро|Пиуро
PIV|PIV||
PIW|PIW||
PIX|PIX||
PIZ|PIZ||
PJA|PJA||
PJB|PJB||
PJC|PJC|Педро-Хуан-Кабальеро|Педро-Хуан-Кабальеро
PJG|PJG|Панджгур|Панджгур
PJM|PJM|Пуэрто-Хименес|Пуэрто-Хименес
PJS|PJS||
PJZ|PJZ|Пуэрто-Хуарес|Пуэрто-Хуарес
PKA|PKA||
PKB|PKB|Паркерсбург|Паркерсбург
PKC|PKC|Петропавловск-Камчатский|Петропавловск-Камчатский
PKD|PKD||
PKE|PKE|Паркес|Паркес
PKF|PKF||
PKG|PKG||
PKH|PKH||
PKJ|PKJ|Плайа Гранде|Плайа Гранде
PKK|PKK|Пакокку|Пакокку
PKL|PKL|Пакатоа-Айленд|Пакатоа-Айленд
PKM|PKM|Порт-Каитума|Порт-Каитума
PKN|PKN|Пангкаланбуун|Пангкаланбуун
PKO|PKO|Параку|Параку
PKP|PKP||
PKR|PKR|Покхара|Покхара
PKS|PKS|Паксан|Паксан
PKT|PKT||
PKU|PKU|Пеканбару|Пеканбару
PKV|PKV|Псков|Псков
PKW|PKW||
PKY|PKY||
PKZ|PKZ|Паксе|Паксе
PLA|PLA|Планадас|Планадас
PLB|PLB||
PLC|PLC|Планета-Рико|Планета-Рико
PLD|PLD|Плайя Самара|Плайя Самара
PLE|PLE|Пайела|Пайела
PLF|PLF|Пала|Пала
PLG|PLG|Ла-Планье|Ла-Планье
PLH|PLH||
PLI|PLI|Пам-Айленд|Пам-Айленд
PLJ|PLJ||
PLK|PLK||
PLL|PLL||
PLM|PLM|Палембанг|Палембанг
PLN|PLN||
PLO|PLO||
PLP|PLP|Ля Пальма|Ля Пальма
PLQ|PLQ||
PLR|PLR||
PLS|PLS||
PLT|PLT|Плато|Плато
PLU|PLU|Бело Хоризонте|Бело Хоризонте
PLV|PLV|Полтава|Полтава
PLW|PLW||
PLX|PLX|Семипалатинск|Семипалатинск
PLY|PLY||
PLZ|PLZ|Порт Элизабет|Порт Элизабет
PMA|PMA||
PMB|PMB||
PMC|PMC|Пуэрто Монт|Пуэрто Монт
PMD|PMD||
PME|PME|Портсмут|Портсмут
PMF|PMF|Парма|Парма
PMG|PMG||
PMH|PMH|Портсмут|Портсмут
PMI|PMI||
PMK|PMK|Пам-Айленд|Пам-Айленд
PML|PML||
PMM|PMM|Пханом-Саракхам|Пханом-Саракхам
PMN|PMN|Пумани|Пумани
PMO|PMO|Палермо|Палермо
PMP|PMP|Пимага|Пимага
PMQ|PMQ|Перито-Морено|Перито-Морено
PMR|PMR|Палмерстон Норт|Палмерстон Норт
PMS|PMS|Пальмира|Пальмира
PMT|PMT||
PMU|PMU||
PMV|PMV||
PMW|PMW||
PMX|PMX||
PMY|PMY||
PMZ|PMZ|Палмар|Палмар
PNA|PNA|Памплона|Памплона
PNB|PNB||
PNC|PNC||
PND|PND|Пунта-Горда|Пунта-Горда
PNE|PNE|Филадельфия|Филадельфия
PNG|PNG||
PNH|PNH|Пном Пен|Пном Пен
PNI|PNI|Понпеи|Понпеи
PNJ|PNJ||
PNK|PNK|Понтианак|Понтианак
PNL|PNL||
PNN|PNN||
PNO|PNO||
PNP|PNP|Попондетта|Попондетта
PNQ|PNQ|Пуне|Пуне
PNR|PNR|Пуэнт-Нуар|Пуэнт-Нуар
PNS|PNS||
PNT|PNT|Пуэрто Наталес|Пуэрто Наталес
PNU|PNU||
PNV|PNV||
PNX|PNX||
PNY|PNY|Пондичерри|Пондичерри
PNZ|PNZ||
POA|POA|Порто Алегре|Порто Алегре
POB|POB||
POC|POC||
POD|POD|Подор|Подор
POE|POE||
POF|POF||
POG|POG|Порт-Гентил|Порт-Гентил
POH|POH||
POI|POI|Потоси|Потоси
POJ|POJ||
POL|POL||
POM|POM|Порт-Морсби|Порт-Морсби
PON|PON|Поптун|Поптун
POO|POO||
POP|POP|Пуэрто Плата|Пуэрто Плата
POQ|POQ||
POR|POR|Пори|Пори
POS|POS||
POT|POT|Порт-Антонио|Порт-Антонио
POU|POU||
POV|POV||
POW|POW|Порторос|Порторос
POX|POX|Париж|Париж
POY|POY||
POZ|POZ|Познан|Познан
PPA|PPA||
PPB|PPB||
PPC|PPC||
PPD|PPD||
PPE|PPE|Пуэрто-Пенаско|Пуэрто-Пенаско
PPF|PPF||
PPG|PPG||
PPH|PPH||
PPI|PPI||
PPJ|PPJ||
PPK|PPK|Петропавловск|Петропавловск
PPL|PPL|Пхалпу|Пхалпу
PPM|PPM||
PPN|PPN|Попайан|Попайан
PPO|PPO|Пауэлл-Пойнт|Пауэлл-Пойнт
PPP|PPP||
PPQ|PPQ|Парапарауму|Парапарауму
PPR|PPR|Пасир-Пангараян|Пасир-Пангараян
PPS|PPS||
PPT|PPT||
PPU|PPU|Папун|Папун
PPV|PPV||
PPW|PPW|Папа-Вестрей|Папа-Вестрей
PPX|PPX||
PPY|PPY||
PPZ|PPZ|Пуэрто-Пец|Пуэрто-Пец
PQC|PQC|Пху-Квок|Пху-Квок
PQI|PQI||
PQM|PQM|Паленке|Паленке
PQQ|PQQ|Порт Макгуайр|Порт Макгуайр
PQS|PQS||
PQT|PQT||
PRA|PRA||
PRB|PRB||
PRC|PRC||
PRD|PRD||
PRE|PRE|Поре|Поре
PRF|PRF||
PRG|PRG|Прага|Прага
PRH|PRH|Пхраэ|Пхраэ
PRI|PRI|Праслин-Айленд|Праслин-Айленд
PRJ|PRJ|Капри|Капри
PRK|PRK||
PRL|PRL||
PRM|PRM|Портиман|Портиман
PRN|PRN||
PRO|PRO||
PRP|PRP|Проприано|Проприано
PRQ|PRQ||
PRR|PRR|Парума|Парума
PRS|PRS|Параси|Параси
PRT|PRT||
PRU|PRU|Проме|Проме
PRV|PRV|Пршеров|Пршеров
PRW|PRW||
PRX|PRX|Париж|Париж
PRY|PRY|Претория|Претория
PRZ|PRZ||
PSA|PSA|Пиза|Пиза
PSB|PSB||
PSC|PSC||
PSD|PSD|Порт-Саид|Порт-Саид
PSE|PSE||
PSF|PSF||
PSG|PSG||
PSH|PSH||
PSI|PSI|Пасни|Пасни
PSJ|PSJ|Посо|Посо
PSK|PSK|Дублин|Дублин
PSL|PSL|Перт|Перт
PSN|PSN||
PSO|PSO|Пасто|Пасто
PSP|PSP|Палм Спрингс|Палм Спрингс
PSQ|PSQ|Филадельфия|Филадельфия
PSR|PSR|Пескара|Пескара
PSS|PSS|Посадас|Посадас
PST|PST|Престон|Престон
PSU|PSU||
PSV|PSV||
PSW|PSW|Пассос|Пассос
PSX|PSX|Палачос|Палачос
PSY|PSY||
PSZ|PSZ||
PTA|PTA||
PTB|PTB|Петерсбург|Петерсбург
PTC|PTC||
PTD|PTD||
PTE|PTE|Порт Стефенс|Порт Стефенс
PTF|PTF|Малололайлай|Малололайлай
PTG|PTG||
PTH|PTH||
PTI|PTI|Порт Дуглас|Порт Дуглас
PTJ|PTJ|Портланд|Портланд
PTK|PTK||
PTL|PTL|Порт Армстронг|Порт Армстронг
PTM|PTM|Палмарито|Палмарито
PTN|PTN||
PTO|PTO||
PTP|PTP||
PTQ|PTQ||
PTR|PTR||
PTS|PTS||
PTT|PTT||
PTU|PTU||
PTV|PTV||
PTW|PTW||
PTX|PTX|Питалито|Питалито
PTY|PTY|Панама Сити|Панама Сити
PTZ|PTZ|Пастаца|Пастаца
PUA|PUA|Пуас|Пуас
PUB|PUB||
PUC|PUC||
PUD|PUD|Пуэрто-Десеадо|Пуэрто-Десеадо
PUE|PUE|Пуэрто-Обалдиа|Пуэрто-Обалдиа
PUF|PUF|По|По
PUG|PUG|Порт Огаста|Порт Огаста
PUH|PUH|Пошутла|Пошутла
PUI|PUI||
PUJ|PUJ||
PUK|PUK||
PUL|PUL||
PUM|PUM||
PUN|PUN|Пуниа|Пуниа
PUO|PUO||
PUP|PUP|По|По
PUQ|PUQ|Пунта Аренас|Пунта Аренас
PUR|PUR|Пуэрто Рико|Пуэрто Рико
PUS|PUS||
PUT|PUT|Путтапартхи|Путтапартхи
PUU|PUU|Пуэрто-Асис|Пуэрто-Асис
PUV|PUV||
PUW|PUW||
PUX|PUX|Пуэрто Варас|Пуэрто Варас
PUY|PUY|Пула|Пула
PUZ|PUZ|Пуэрто-Кабесас|Пуэрто-Кабесас
PVA|PVA|Провиденсиа|Провиденсиа
PVC|PVC||
PVD|PVD|Провиденс|Провиденс
PVE|PVE|Эль-Порвенир|Эль-Порвенир
PVF|PVF||
PVG|PVG|Шанхай|Шанхай
PVH|PVH||
PVI|PVI||
PVK|PVK|Превеза-Лефка|Превеза-Лефка
PVN|PVN|Плевен|Плевен
PVO|PVO|Портовьехо|Портовьехо
PVR|PVR|Пуэрто Ваярта|Пуэрто Ваярта
PVS|PVS|Бухта Провидения|Бухта Провидения
PVU|PVU||
PVW|PVW||
PVX|PVX|Бухта Провидения|Бухта Провидения
PVY|PVY||
PVZ|PVZ||
PWA|PWA|Оклахома Сити|Оклахома Сити
PWD|PWD||
PWE|PWE|Певек|Певек
PWI|PWI||
PWK|PWK|Чикаго|Чикаго
PWL|PWL||
PWM|PWM|Портланд|Портланд
PWN|PWN|Питтс-Таун|Питтс-Таун
PWO|PWO|Пуэто|Пуэто
PWQ|PWQ|Павлодар|Павлодар
PWR|PWR||
PWT|PWT||
PXL|PXL||
PXM|PXM|Пуэрто Эскондидо|Пуэрто Эскондидо
PXO|PXO|Порто Санто|Порто Санто
PXR|PXR|Сурин|Сурин
PXS|PXS||
PXU|PXU|Плейку|Плейку
PYA|PYA|Пуэрто-Бояка|Пуэрто-Бояка
PYB|PYB|Джейпор|Джейпор
PYC|PYC|Плейкон-Чико|Плейкон-Чико
PYE|PYE|Пенрин-Айленд|Пенрин-Айленд
PYH|PYH|Пуэрто-Аякучо|Пуэрто-Аякучо
PYJ|PYJ|Полярный|Полярный
PYL|PYL||
PYM|PYM||
PYN|PYN|Пайан|Пайан
PYO|PYO|Путумайо|Путумайо
PYR|PYR|Пиргос|Пиргос
PYV|PYV|Явиза|Явиза
PYX|PYX|Паттайя|Паттайя
PZA|PZA||
PZB|PZB|Питермарицбург|Питермарицбург
PZE|PZE||
PZH|PZH|Зхоб|Зхоб
PZI|PZI||
PZK|PZK||
PZL|PZL||
PZO|PZO|Пуэрто Ордас|Пуэрто Ордас
PZU|PZU|Порт-Судан|Порт-Судан
PZY|PZY|Пиестани|Пиестани
QAW|QAW||
QBC|QBC||
QBF|QBF||
QCE|QCE||
QCU|QCU||
QDM|QDM||
QDU|QDU|Дюссельдорф|Дюссельдорф
QFI|QFI||
QFK|QFK||
QFQ|QFQ|Мелой|Мелой
QGQ|QGQ||
QGV|QGV|Франкфурт-на-Майне|Франкфурт-на-Майне
QHU|QHU||
QJE|QJE||
QJI|QJI||
QJV|QJV||
QKB|QKB||
QKS|QKS||
QLX|QLX|Лаутерах|Лаутерах
QMK|QMK||
QMM|QMM|Марина Ди Масса|Марина Ди Масса
QMQ|QMQ||
QMV|QMV||
QNY|QNY|Нью-Йорк|Нью-Йорк
QPG|QPG|Сингапур|Сингапур
QPW|QPW||
QQS|QQS||
QQW|QQW|Лондон|Лондон
QRA|QRA|Йоханнесбург|Йоханнесбург
QRO|QRO|Керетаро|Керетаро
QRW|QRW||
QRY|QRY||
QSF|QSF||
QSG|QSG|Сондерборг|Сондерборг
QUB|QUB||
QUF|QUF|Таллинн|Таллинн
QUP|QUP||
QVL|QVL||
QWF|QWF||
QWG|QWG|Шарлотт|Шарлотт
QWP|QWP||
QYW|QYW|Канны|Канны
RAA|RAA|Раканда|Раканда
RAB|RAB|Рабаул|Рабаул
RAC|RAC|Рацине|Рацине
RAD|RAD||
RAE|RAE|Арар|Арар
RAG|RAG||
RAH|RAH|Рафха|Рафха
RAI|RAI||
RAJ|RAJ|Раджкот|Раджкот
RAK|RAK|Марракеш|Марракеш
RAL|RAL||
RAM|RAM||
RAN|RAN|Равенна|Равенна
RAO|RAO||
RAP|RAP|Рапид Сити|Рапид Сити
RAQ|RAQ|Раха|Раха
RAR|RAR||
RAS|RAS|Рашт|Рашт
RAT|RAT|Радужный|Радужный
RAU|RAU|Рангпур|Рангпур
RAV|RAV|Краво-Норте|Краво-Норте
RAW|RAW|Арава|Арава
RAX|RAX|Орам|Орам
RAY|RAY|Ротсей|Ротсей
RAZ|RAZ|Равала-Кот|Равала-Кот
RBA|RBA|Рабат|Рабат
RBB|RBB|Борба|Борба
RBC|RBC||
RBD|RBD|Даллас|Даллас
RBE|RBE||
RBF|RBF||
RBG|RBG|Розбург|Розбург
RBH|RBH||
RBI|RBI|Раби|Раби
RBJ|RBJ|Ребун|Ребун
RBK|RBK|Ранчо|Ранчо
RBL|RBL||
RBM|RBM||
RBN|RBN||
RBO|RBO|Роборе|Роборе
RBP|RBP|Рабараба|Рабараба
RBQ|RBQ|Рурренабак|Рурренабак
RBR|RBR||
RBS|RBS||
RBT|RBT|Марсабит|Марсабит
RBU|RBU||
RBV|RBV|Рамата|Рамата
RBW|RBW||
RBY|RBY||
RCA|RCA|Рапид Сити|Рапид Сити
RCB|RCB|Ричардс-Бей|Ричардс-Бей
RCE|RCE||
RCH|RCH|Риохача|Риохача
RCK|RCK||
RCL|RCL|Редклифф|Редклифф
RCM|RCM|Ричмонд|Ричмонд
RCN|RCN||
RCO|RCO|Рошфор|Рошфор
RCP|RCP||
RCQ|RCQ|Реконкиста|Реконкиста
RCR|RCR|Рочестер|Рочестер
RCS|RCS|Рочестер|Рочестер
RCT|RCT||
RCU|RCU||
RCY|RCY|Рум-Кэй|Рум-Кэй
RDA|RDA||
RDB|RDB||
RDC|RDC|Реденкао|Реденкао
RDD|RDD||
RDE|RDE|Мердей|Мердей
RDG|RDG||
RDM|RDM||
RDN|RDN||
RDR|RDR|Ред Ривер (Красная река)|Ред Ривер (Красная река)
RDS|RDS||
RDT|RDT|Ричард-Толл|Ричард-Толл
RDU|RDU||
RDV|RDV||
RDZ|RDZ|Родез|Родез
REA|REA||
REB|REB||
REC|REC|Ресифе|Ресифе
RED|RED||
REE|REE||
REG|REG|Редджио-Калабрия|Редджио-Калабрия
REH|REH|Рехобот Бич|Рехобот Бич
REI|REI|Регина|Регина
REL|REL|Трелью|Трелью
REN|REN|Оренбург|Оренбург
REO|REO|Рим|Рим
REP|REP|Сием Рип|Сием Рип
RER|RER||
RES|RES|Ресистенсия|Ресистенсия
RET|RET||
REU|REU|Реус|Реус
REW|REW|Рева|Рева
REX|REX||
REY|REY|Рейес|Рейес
REZ|REZ||
RFA|RFA|Рафаи|Рафаи
RFD|RFD|Рокфорд|Рокфорд
RFG|RFG||
RFK|RFK||
RFN|RFN|Рауфархофн|Рауфархофн
RFP|RFP||
RFR|RFR|Рио-Фрио|Рио-Фрио
RFS|RFS||
RGA|RGA|Рио-Гранде|Рио-Гранде
RGE|RGE|Поргера|Поргера
RGH|RGH|Балургат|Балургат
RGI|RGI||
RGL|RGL|Рио-Гальегос|Рио-Гальегос
RGN|RGN|Яньгунь|Яньгунь
RGR|RGR||
RGT|RGT|Ренгат|Ренгат
RHA|RHA|Рейкхолар|Рейкхолар
RHD|RHD|Рио Хондо|Рио Хондо
RHE|RHE|Реймс|Реймс
RHG|RHG|Руэнгери|Руэнгери
RHI|RHI||
RHL|RHL|Рой-Хилл|Рой-Хилл
RHN|RHN|Рош Пина|Рош Пина
RHO|RHO|Родос|Родос
RHP|RHP|Рамечхап|Рамечхап
RHV|RHV|Сан-Хосе|Сан-Хосе
RIA|RIA||
RIB|RIB|Риберальта|Риберальта
RIC|RIC||
RID|RID||
RIE|RIE||
RIF|RIF||
RIG|RIG|Рио-Гранде|Рио-Гранде
RIJ|RIJ|Риоха|Риоха
RIK|RIK|Каррилльо|Каррилльо
RIL|RIL||
RIM|RIM||
RIN|RIN|Ринги-Коув|Ринги-Коув
RIR|RIR||
RIS|RIS|Рисири|Рисири
RIT|RIT|Рио-Тигре|Рио-Тигре
RIV|RIV||
RIW|RIW||
RIX|RIX|Рига|Рига
RIY|RIY||
RIZ|RIZ|Рио-Альцукар|Рио-Альцукар
RJA|RJA|Раджахмандри|Раджахмандри
RJB|RJB|Раджбирадж|Раджбирадж
RJH|RJH||
RJI|RJI|Раджури|Раджури
RJK|RJK|Риека|Риека
RJL|RJL|Логроно|Логроно
RJN|RJN||
RKC|RKC|Ирека|Ирека
RKD|RKD||
RKE|RKE|Копенгаген|Копенгаген
RKH|RKH||
RKI|RKI|Рокот|Рокот
RKO|RKO|Сипора|Сипора
RKP|RKP||
RKR|RKR||
RKS|RKS|Рок Спрингс|Рок Спрингс
RKT|RKT|Рас-аль-Хайма|Рас-аль-Хайма
RKU|RKU|Юл-Айленд|Юл-Айленд
RKV|RKV|Рейкьявик|Рейкьявик
RKW|RKW||
RKY|RKY||
RLA|RLA||
RLD|RLD||
RLG|RLG||
RLI|RLI||
RLO|RLO||
RLP|RLP||
RLT|RLT|Арлит|Арлит
RLU|RLU||
RMA|RMA||
RMB|RMB|Бурайми|Бурайми
RMC|RMC|Рокфорд|Рокфорд
RMD|RMD|Рамагундам|Рамагундам
RME|RME||
RMF|RMF||
RMG|RMG|Рим|Рим
RMI|RMI|Римини|Римини
RMK|RMK||
RMN|RMN|Румгиней|Румгиней
RMP|RMP||
RMQ|RMQ|Тайчунг|Тайчунг
RMS|RMS|Рамштайн|Рамштайн
RNA|RNA|Арона|Арона
RNB|RNB|Роннеби|Роннеби
RNC|RNC||
RND|RND|Сен Антонио|Сен Антонио
RNE|RNE|Руан|Руан
RNG|RNG||
RNH|RNH||
RNI|RNI|Корн-Айленд|Корн-Айленд
RNJ|RNJ||
RNL|RNL||
RNN|RNN||
RNP|RNP||
RNR|RNR|Робинзон-Ривер|Робинзон-Ривер
RNS|RNS|Ренн|Ренн
RNT|RNT||
RNU|RNU|Ранау|Ранау
RNZ|RNZ||
ROA|ROA||
ROB|ROB||
ROC|ROC||
ROD|ROD||
ROG|ROG||
ROH|ROH||
ROI|ROI|Рой Ет|Рой Ет
ROK|ROK|Рокхэмптон|Рокхэмптон
ROL|ROL||
RON|RON|Рондон|Рондон
ROO|ROO||
ROP|ROP|Рота|Рота
ROR|ROR||
ROS|ROS|Росарио|Росарио
ROT|ROT|Роторуа|Роторуа
ROU|ROU||
ROV|ROV|Ростов|Ростов
ROW|ROW||
ROX|ROX||
ROY|ROY|Рио-Майо|Рио-Майо
RPA|RPA|Ролпа|Ролпа
RPB|RPB|Ропер-Бэй|Ропер-Бэй
RPM|RPM||
RPN|RPN|Рош Пина|Рош Пина
RPR|RPR|Райпур|Райпур
RPV|RPV||
RPX|RPX||
RRA|RRA|Ронда|Ронда
RRE|RRE||
RRG|RRG||
RRI|RRI|Барора|Барора
RRK|RRK|Руркела|Руркела
RRL|RRL||
RRM|RRM|Марромеу|Марромеу
RRN|RRN||
RRO|RRO|Неаполь|Неаполь
RRS|RRS|Ророс|Ророс
RRT|RRT||
RRV|RRV|Робинзон-Ривер|Робинзон-Ривер
RSA|RSA|Санта-Роса|Санта-Роса
RSB|RSB||
RSD|RSD||
RSE|RSE|Сидней|Сидней
RSG|RSG|Серра-Пелада|Серра-Пелада
RSH|RSH||
RSI|RSI|Рио-Сидра|Рио-Сидра
RSJ|RSJ|Росарио|Росарио
RSK|RSK|Рансики|Рансики
RSL|RSL|Расселл|Расселл
RSN|RSN||
RSP|RSP||
RSS|RSS|Росейрес|Росейрес
RST|RST|Рочестер|Рочестер
RSU|RSU||
RSW|RSW|Форт Майерс|Форт Майерс
RSX|RSX||
RTA|RTA||
RTB|RTB|Роатан|Роатан
RTC|RTC|Ратнагири|Ратнагири
RTD|RTD||
RTE|RTE||
RTG|RTG|Рутенг|Рутенг
RTI|RTI|Роти|Роти
RTL|RTL||
RTM|RTM|Роттердам|Роттердам
RTN|RTN||
RTP|RTP|Рутланд-Плейнз|Рутланд-Плейнз
RTS|RTS|остров Роттнест|остров Роттнест
RTW|RTW|Саратов|Саратов
RTY|RTY||
RUA|RUA|Аруа|Аруа
RUF|RUF||
RUG|RUG|Руган|Руган
RUH|RUH|Халлсберг|Халлсберг
RUI|RUI||
RUK|RUK|Рукумкот|Рукумкот
RUM|RUM||
RUN|RUN||
RUP|RUP|Рупси|Рупси
RUR|RUR||
RUS|RUS||
RUT|RUT|Рутленд|Рутленд
RUU|RUU||
RUV|RUV|Рубелсанто|Рубелсанто
RUY|RUY|Копан|Копан
RVA|RVA|Фарафангана|Фарафангана
RVC|RVC||
RVD|RVD|Риу-Верди|Риу-Верди
RVE|RVE|Саравена|Саравена
RVH|RVH|Санкт-Петербург|Санкт-Петербург
RVK|RVK||
RVN|RVN|Рованиеми|Рованиеми
RVO|RVO|Рейвило|Рейвило
RVR|RVR|Грин-Ривер|Грин-Ривер
RVS|RVS|Тулса|Тулса
RVT|RVT||
RVV|RVV||
RVY|RVY|Ривера|Ривера
RWB|RWB||
RWF|RWF||
RWI|RWI||
RWL|RWL||
RWN|RWN|Ровно|Ровно
RWS|RWS||
RXA|RXA|Рауда|Рауда
RXS|RXS|Рохас Сити|Рохас Сити
RYB|RYB|Рыбинск|Рыбинск
RYK|RYK|Рахим-Яр-Хан|Рахим-Яр-Хан
RYN|RYN|Ройан|Ройан
